id_movimiento,id_efectivo,id_unidad_destino,id_rango,id_tipo,fecha_movimiento,antiguedad_anios,salario_mensual,observaciones
322,588,16,3,1,19/02/2023,CERO,BS 2954,Ingreso voluntario al servicio
323,19,32,15,2,20210111,20 años,BS 14304,
324,785,3,3,4,2024/08/03,25 años,3214,TRASLADO POR NECESIDAD DEL SERVICIO
325,734,16,3,4,01/07/2025,aprox. 17,"Bs. 2,621.23",Asignación temporal zona operaciones
326,505,13,1,1,2022/01/27,cero años,"2,496.74",Incorporación servicio militar obligatorio
327,612,18,3,4,26-06-2024,20,"Bs. 3,073.77","Rotación por
necesidad institucional"
328,855,28,3,2,08/02/2021,VEINTICUATRO,2787,Cumplimiento tiempo de servicio
329,339,9,6,2,2025-12-18,"5,0 años",4005.10,Sin obs.
330,803,20,13,5,17-11-2023,SEIS,10469,licencia anual ordinaria
331,585,35,1,1,20210111,"0,0 años","Bs 2.476,73",Sin observaciones
332,963,44,1,5,21-08-2022,  5 años  ,"2,365.42 Bs",Permiso por matrimonio
333,157,8,8,3,2021/08/23,"18,5 años","Bs.5,825.03","Ascenso según
normativa vigente"
334,1074,2,1,2,2022/03/19,"23,0 años","Bs 2.496,62",Ref: S/N
335,132,33,1,1,02-12-2024,aprox. 0,"Bs 1.901,81",ALTA POR CONVOCATORIA 2024
336,509,23,9,4,07/10/2023,cinco,6295,ROTACIÓN SEMESTRAL — DESTINO UD-23
337,60,42,9,3,2025-08-20,QUINCE,BS 5439,Promoción por concurso de méritos
338,295,30,1,1,30/01/2021,0 años,"Bs.2,410.71",SIN OBSERVACIONES
339,508,36,5,1,24-11-2022,0 años,"Bs. 4,011.42","Alta por
convocatoria anual"
340,997,36,1,6,28-02-2025,10 años,2271,retorno al servicio activo
341,1095,19,2,3,2024/09/28,"8,0 años",2279.63,"ASCENSO SEGÚN
NORMATIVA VIGENTE"
342,425,7,8,4,26/02/2021,17 años,5822,Rotación semestral — destino UD-7
343,436,36,5,4,2024/10/30,6 años,"Bs. 3,786.24",Traslado disciplinario
344,959,14,1,4,04-21-2023,nueve años,"Bs.2,476.16",S/N
345,1192,20,4,1,20250225,cero años,"3,606.54",Ingreso — proceso regular
346,175,33,2,4,20220701,seis,"Bs 2.137,75",Traslado por necesidad del servicio
347,522,22,3,4,09/10/2024,25 a.,2618,  Cambio destino — solicitud personal  
348,80,47,2,3,23/08/2024,8,2353,Promoción regular — escalafonamiento
349,941,5,3,4,2023/06/16,16 a.,"2,802.56",Rotación periódica anual
350,1176,37,6,4,18-06-2022,19 a.,3628,S/N
351,1005,11,2,1,2025/01/18,0,"Bs. 2,554.42",Alta por reclutamiento directo
352,178,33,1,4,12-11-2022,25 a.,"2,247.88",Cambio destino — solicitud personal
353,424,1,2,1,30/09/2025,cero,2651.99,"  Ingreso voluntario
servicio activo  "
354,421,30,7,3,11/09/2024,"10,0 años","Bs. 5,383.82",Promoción — curso de comando aprobado
355,854,47,4,3,2021-08-02,20 años,3251,"ASCENSO POST
CURSO ESPECIALIZACIÓN"
356,10,41,2,3,2021-08-21,CINCO,2405.75,Ascenso — antigüedad cumplida
357,522,13,2,1,25/12/2022,aprox. 0,"Bs 2.612,87",  N/A  
358,388,31,2,1,02-26-2021,0,"2,719.38 Bs",S/N
359,342,25,2,4,11/07/2023,DIECISÉIS,"2,178.11",Rotación periódica anual
360,136,21,6,1,04/04/2023,cero años,"Bs.4,383.09","Alta por
convocatoria anual"
361,472,14,12,1,2023/02/16,0 años,"9,308.15",Sin observaciones
362,40,49,3,1,11/01/2021,0 a.,3449.50,N/A
363,680,14,2,4,22-02-2021,11,2289,Traslado a zona de frontera
364,584,29,12,5,02/09/2023,tres,"Bs 8.930,84",Permiso por fallecimiento familiar
365,1027,46,5,3,10-16-2024,12,"3,833.61 Bs","Ascenso post
curso especialización"
366,866,32,11,3,09/05/2023,aprox. 4,"Bs 7.068,85",S/N
367,1087,4,4,4,23/02/2024,aprox. 8,BS 3179,
368,801,35,5,1,01-27-2023,0 años,"Bs. 3,913.70",Reclutamiento zona Pando
369,1154,27,2,1,28-01-2025,aprox. 0,2702.13,Incorporación clase 2025
370,1105,43,1,4,24-02-2024,VEINTITRÉS,BS 2319,Asignación temporal zona operaciones
371,687,32,6,4,09-29-2024,UNO,3920,"Cambio de destino
por requerimiento operacional"
372,1014,28,2,1,08-30-2021,cero,"2,486.65 Bs",    
373,279,8,2,1,2022/03/05,CERO,2584,Alta por reclutamiento directo
374,380,6,1,6,20230404,VEINTICUATRO,"Bs 2.418,48",Reincorporación — apto por sanidad militar
375,975,45,1,1,21-02-2023,0 años,2462,INGRESO VOLUNTARIO AL SERVICIO
376,630,30,4,5,2023-09-21,VEINTE,"Bs 3.748,07","Ref: Licencia médica
autorizada por sanidad"
377,1143,13,5,1,03/10/2022,  0 años  ,"Bs.- 3,891.14","Ingreso voluntario
servicio activo"
378,400,40,3,5,01-12-2022,19 a.,"Bs.- 2,953.30",Licencia anual ordinaria
379,634,50,6,3,08-29-2022,diez años,3968,Ascenso por antigüedad y méritos
380,1028,46,2,3,28/09/2022,TRES,"Bs 2.425,58",S/N
381,129,34,5,4,02-05-2021,tres,"Bs 4.157,68",S/N
382,308,17,5,3,2023/08/11,tres años,"Bs. 4,027.84",Ascenso — antigüedad cumplida
383,556,24,1,4,11/06/2024,aprox. 11,BS 2024,Rotación periódica anual
384,161,38,1,2,15/09/2022,"9,0 años",2226,Licenciamiento ordinario
385,1088,14,5,1,02-19-2021,0 a.,4173,Sin observaciones
386,109,22,4,3,29-01-2024,QUINCE,3242.39,"Ascenso post
curso especialización"
387,856,4,9,3,22/02/2021,"6,0 años","Bs. 5,732.36",
388,1013,17,13,5,01-08-2021,16 años,"9,555.61","Licencia médica
autorizada por sanidad"
389,1096,18,1,5,01-14-2021,9.5 años,2012,PERMISO POR FALLECIMIENTO FAMILIAR
390,131,49,2,1,20220222,"0,0 años","2,806.33 Bs",Alta por convocatoria 2022
391,182,34,11,1,16-02-2021,CERO,"Bs.7,267.48",Alta por reclutamiento directo
392,9,42,4,2,24-03-2021,21,"3,598.52",Cumplimiento tiempo de servicio
393,1147,25,1,1,04-14-2023,cero años,"Bs.2,188.11",Servicio premilitar completado
394,612,1,2,3,07/06/2025,10 a.,2565,S/N
395,1178,23,2,3,28/07/2021,veinte,2824.47,Ascenso aniversario patrio 6 agosto
396,375,1,1,2,09/03/2025,12.5 años,BS 2280,S/N
397,521,21,4,3,2024/09/24,OCHO,3478,S/N
398,255,29,3,1,2022-01-09,  0 años  ,"Bs. 2,595.88","Alta por
convocatoria anual"
399,494,29,9,3,2024/09/05,aprox. 6,6551,Promoción — Resolución Ministerial 997
400,946,10,6,3,2025/08/30,DOS,"Bs. 4,791.39",Ascenso por antigüedad y méritos
401,87,45,6,4,20220119,  19 años  ,4683.37,Traslado a zona de frontera
402,842,2,1,5,09-28-2024,22 años,"2,315.84 Bs",
403,561,32,6,1,30-01-2024,CERO,3579,Alta por convocatoria 2024
404,505,37,4,2,20/11/2021,VEINTICUATRO,"2,898.29 Bs",Baja por motivos de salud
405,76,42,3,6,2021/05/20,21,"Bs 3.048,18",  S/N  
406,1019,16,1,5,09-02-2023,DIECINUEVE,"Bs. 2,015.38",S/N
407,415,48,4,4,07/07/2023,veintidós años,"3,317.3",Traslado disciplinario
408,876,24,10,5,03-02-2021,aprox. 17,"6,452.05 Bs",Permiso por matrimonio
409,252,34,8,6,2025/08/13,tres años,"Bs.- 4,871.65",Reincorporación — apto por sanidad militar
410,196,33,4,1,2025/01/17,0,"Bs 3.737,21",alta por reclutamiento directo
411,751,20,3,3,05/04/2021,aprox. 5,2947.45,
412,165,28,4,3,01/08/2025,aprox. 15,3466.15,Ascenso por méritos — evaluación superior
413,13,12,1,4,16/01/2022,tres años,BS 2501,rotación semestral — destino ud-12
414,1060,9,2,4,07-13-2022,seis,"2,814.13",Traslado disciplinario
415,1093,42,4,4,04-07-2025,"19,5 años",3695,Traslado — orden de comando
416,758,29,3,3,07/05/2021,ocho años,"3,269.16",
417,143,36,11,4,07-22-2023,"4,0 años","Bs 6.743,32",Cambio destino — solicitud personal
418,786,17,5,4,18-05-2022,TRECE,BS 3974,
419,864,42,8,6,07-10-2025,11.5,"Bs 5.301,35",Reincorporación — apto por sanidad militar
420,993,47,4,1,01-24-2021,0 años,BS 3222,Ingreso voluntario al servicio
421,1069,32,4,4,23-10-2021,16,BS 3450,Traslado por reorganización de unidades
422,1133,34,2,4,2025/06/06,1,"2,380.53 Bs",Traslado — orden de comando
423,457,19,11,3,18/08/2025,VEINTE,7521,"Ascenso post
curso especialización"
424,765,13,9,1,2021-11-17,0 años,"Bs. 6,492.65",Alta por reclutamiento directo
425,1046,14,4,4,01/08/2023,7 años,"Bs.2,999.30",Cambio destino — solicitud personal
426,946,36,12,4,14-06-2025,23 años,8663.75,  Asignación temporal zona operaciones  
427,885,5,2,5,27/12/2021,SEIS,"Bs 2.673,68",Licencia—trámites personales
428,1073,22,2,1,2023/06/25,cero años,"2,557.66 Bs","Alta por
convocatoria anual"
429,316,20,2,2,15/10/2025,"3,0 años","2,344.80 Bs",Cumplimiento del servicio militar
430,1114,22,3,4,02-08-2024,1.5 años,"3,043.57 Bs",Traslado por reorganización de unidades
431,770,35,12,6,2021/07/29,once años,9823,Retorno al servicio — autorizado
432,1127,45,11,5,20230722,"1,0 años",7801.12,Licencia — trámites personales
433,194,40,2,4,05-16-2023,aprox. 7,"Bs.2,749.88",Asignación temporal zona operaciones
434,1109,13,5,3,2021/08/02,"6,0 años",3305,Promoción — curso de comando aprobado
435,83,30,1,5,2021-09-08,"3,0 años",2279,
436,540,49,12,3,20230811,aprox. 8,"Bs 7.768,53",
437,777,35,4,3,08-27-2023,QUINCE,3813,"Ascenso según
normativa vigente"
438,767,34,3,6,02/01/2021,25 años,"Bs. 3,291.30",s/n
439,172,25,6,3,06-13-2024,20 años,"Bs 3.943,71",Promoción por concurso de méritos
440,398,35,3,4,22/08/2025,  25 años  ,"Bs.- 3,045.06",Ref: Traslado por necesidad del servicio
441,78,21,3,5,14-03-2021,5 años,"Bs. 3,081.52",Permiso especial — nacimiento hijo
442,748,7,1,4,2024-07-10,"3,0 años","Bs.- 2,009.81",Rotación semestral — destino UD-7
443,31,33,8,2,30-03-2024,aprox. 24,4443.58,Ref: S/N
444,1085,16,6,4,11/03/2024,1,"4,072.23 Bs",Asignación temporal zona operaciones
445,652,32,2,1,20210127,"0,0 años","2,372.21",Ingreso — proceso regular
446,234,18,1,5,16-02-2023,  14 años  ,BS 2438,licencia sin goce de haberes
447,997,44,3,3,25/08/2025,  6 años  ,"Bs 2.830,21",ASCENSO POR MÉRITOS — EVALUACIÓN SUPERIOR
448,903,21,16,3,20240710,10,20262,"Ascenso según
normativa vigente"
449,584,16,5,4,07-11-2022,21 años,"3,722.44 Bs",Cambio destino — solicitud personal
450,414,36,2,2,25/08/2023,DIEZ,"Bs. 2,340.95",  Cumplimiento del servicio militar  
451,981,21,3,1,01-09-2023,cero años,3441,alta por convocatoria 2023
452,387,25,2,6,2022/08/24,NUEVE,"Bs 2.709,62",Reincorporación — apto por sanidad militar
453,1091,41,2,4,17/08/2022,dos años,"2,438.32",Ref: Rotación periódica anual
454,51,25,1,1,2022/01/25,"0,0 años",2426,INGRESO VOLUNTARIO AL SERVICIO
455,29,3,5,1,11/11/2021,"0,0 años","4,225.74 Bs","Ingreso voluntario
servicio activo"
456,793,30,2,6,30-06-2022,21 años,2671.85,Reintegro—fin de licencia anual
457,119,30,2,4,17-09-2021,15 años,"2,367.46 Bs",Traslado — orden de comando
458,1196,27,2,6,07-06-2025,5 años,"Bs 2.674,60",Reincorporación — apto por sanidad militar
459,798,2,2,1,2021-04-21,cero,BS 2662,S/N
460,482,27,11,3,26-01-2024,3,"Bs.6,974.86","Ref: Ascenso post
curso especialización"
461,377,45,4,2,2023/11/11,"8,0 años","Bs 2.989,68",Licenciamiento ordinario
462,204,41,1,5,01-07-2024,quince años,"Bs.- 2,067.27",S/N
463,423,27,2,5,2022/07/04,uno años,2813.10,
464,603,14,7,1,2025-01-10,0,4415,
465,413,20,3,6,2023/01/31,13 años,2817.68,"Reincorporación
tras permiso especial"
466,652,38,6,1,10-29-2024,0 años,"Bs 4.238,35",alta por reclutamiento directo
467,859,25,8,4,02-08-2021,6 años,"Bs.- 5,042.89",Ref: Rotación periódica anual
468,829,31,3,6,18/08/2024,2 años,3046,Retorno al servicio activo
469,83,18,2,1,2024/07/03,cero años,2464.02,Ingreso — proceso regular
470,950,33,1,5,2024/07/22,siete años,"2,245.24 Bs",Permiso por estudios — 29 días
471,191,26,6,1,07-01-2021,cero,"Bs. 4,234.55",Reclutamiento zona Cochabamba
472,209,35,1,4,04-09-2022,"22,0 años","2,379.36",ASIGNACIÓN TEMPORAL ZONA OPERACIONES
473,936,42,8,1,20231211,  0 años  ,4497.05,Incorporación clase 2023
474,47,11,3,1,20-02-2025,CERO,3350,Alta por convocatoria 2025
475,670,20,1,4,29/08/2022,veintiuno años,"Bs 2.008,40",Traslado a zona de frontera
476,527,39,2,4,07-02-2025,"5,0 años",2191,TRASLADO — ORDEN DE COMANDO
477,433,7,2,4,07-29-2021,aprox. 20,BS 2560,Traslado disciplinario
478,408,26,10,5,25/06/2023,"4,5 años",6898.72,Permiso por matrimonio
479,862,30,3,5,02/05/2024,cinco,"Bs. 3,198.27",Permiso por fallecimiento familiar
480,140,45,1,6,20240926,aprox. 15,2318.39,"Reincorporación
tras permiso especial"
481,20,42,3,5,11-05-2021,14 a.,3175.47,permiso por matrimonio
482,227,3,2,6,2021/10/24,veinticinco,"2,454.9",Reintegro — fin de licencia anual
483,883,3,4,1,01-01-2021,0,"Bs. 3,734.09",Alta por convocatoria 2021
484,246,3,1,4,06-07-2023,VEINTIUNO,2025,Rotación periódica anual
485,210,17,5,4,20-07-2022,  18 años  ,"4,180.06",Asignación temporal zona operaciones
486,289,39,11,4,22/08/2022,  11 años  ,"Bs.- 7,359.85",Traslado — orden de comando
487,285,20,3,1,2023-04-11,cero,BS 2788,Ingreso — proceso regular
488,111,24,1,4,11-10-2023,20 años,2024,"  Cambio de destino
por requerimiento operacional  "
489,79,1,4,4,2022/03/20,9 años,3259,"ROTACIÓN POR
NECESIDAD INSTITUCIONAL"
490,34,46,8,4,28/03/2025,ocho,"Bs. 5,324.39",Traslado disciplinario
491,1114,33,1,5,20230708,quince,"1,986.31","Licencia médica
autorizada por sanidad"
492,326,17,3,1,20210224,aprox. 0,"Bs. 3,393.56","Ref: Ingreso voluntario
servicio activo"
493,721,37,2,1,02-25-2025,"0,0 años","Bs.- 2,772.24",Servicio premilitar completado
494,374,26,11,2,03-31-2024,9 años,8377.20,Baja por motivos de salud
495,372,16,6,1,14-02-2021,0 a.,4696,alta por reclutamiento directo
496,884,25,2,1,2025/03/09,cero,2531,SERVICIO PREMILITAR COMPLETADO
497,188,35,11,3,02-24-2022,12 a.,6834,"ascenso según
normativa vigente"
498,472,48,1,5,26-06-2021,25 años,"Bs 2.189,21",
499,1159,46,1,2,07-20-2025,quince años,"Bs. 1,914.93",Licenciamiento ordinario
500,1024,9,1,5,2024-05-09,aprox. 17,"Bs.1,962.28",Permiso por estudios — 7 días
501,771,9,2,1,2024/10/23,0 años,2329,  Ingreso voluntario al servicio  
502,246,11,1,5,2025-06-25,13,BS 2346,Permiso por fallecimiento familiar
503,1108,25,3,5,2021/08/03,CATORCE,"Bs 2.712,72","Licencia médica
autorizada por sanidad"
504,747,46,1,4,30/08/2024,10.5,"Bs. 2,052.19",Traslado por necesidad del servicio
505,826,48,2,5,14/01/2023,14 años,"Bs.2,590.94",Licencia — trámites personales
506,927,3,2,1,29/01/2025,cero,"Bs.2,822.11",Incorporación clase 2025
507,407,30,4,3,2021-08-09,15 años,"3,470.66 Bs","Ascenso post
curso especialización"
508,205,28,11,4,2022/08/20,12 años,"Bs 8.440,02",Traslado a zona de frontera
509,859,8,2,4,24/03/2022,aprox. 9,"Bs 2.738,96","Ref: Rotación por
necesidad institucional"
510,513,28,7,4,09-26-2023,diecisiete,4698,"Cambio de destino
por requerimiento operacional"
511,890,47,2,1,21/12/2021,0 a.,2810.28,Ingreso — proceso regular
512,1047,7,8,1,20240108,CERO,"4,657.36 Bs",Incorporación por sorteo cuartel
513,320,28,2,5,06/09/2023,16 a.,"Bs.2,864.87",S/N
514,981,34,4,4,2023/08/22,  21 años  ,"Bs. 3,349.54",Rotación semestral—destino UD—34
515,322,41,1,1,20250325,cero años,"Bs 2.317,08",Alta por reclutamiento directo
516,1096,12,10,1,2023/01/09,0 a.,7414,Sin observaciones
517,813,42,4,4,2021-07-06,aprox. 6,"3,673.74 Bs",S/N
518,1082,17,8,4,12/07/2023,uno,4978,Rotación semestral — destino UD-17
519,1160,31,1,5,12-12-2025,trece,2089,Licencia por enfermedad—9 días
520,919,44,3,3,28-08-2023,3,"Bs. 3,436.82",Ascenso — antigüedad cumplida
521,262,34,3,3,2024/08/17,18 a.,"Bs. 3,136.40",Promoción regular — escalafonamiento
522,732,6,3,5,2025/12/02,veintidós,"3,029.79 Bs",
523,1049,9,2,6,16/04/2024,6.5 años,2442,Reincorporación voluntaria
524,65,49,1,4,12-09-2021,11,2046.34,S/N
525,688,34,5,4,18/04/2025,2 años,BS 3238,S/N
526,437,39,9,3,18/08/2023,12 años,"5,348.91 Bs",Ascenso por méritos — evaluación superior
527,900,31,1,1,2022/02/13,"0,0 años",BS 2358,"Ingreso voluntario
servicio activo"
528,370,7,3,5,2023/02/17,14 años,"Bs. 3,093.65",Licencia anual ordinaria
529,395,8,10,3,08-10-2021,dieciocho años,"Bs 6.929,35",
530,56,18,12,4,07-19-2025,16 años,"Bs. 8,506.69","Rotación por
necesidad institucional"
531,107,37,2,1,09-30-2023,0 años,"2,315.76",Alta por reclutamiento directo
532,336,7,2,3,10-29-2025,2,2687,"ascenso según
normativa vigente"
533,970,7,9,2,2025-09-28,22 años,5805.15,licenciamiento ordinario
534,660,15,1,4,04-21-2023,18,2440.27,Rotación periódica anual
535,47,30,12,6,08-24-2025,"9,0 años","Bs 8.205,50",Reintegro — fin de licencia anual
536,893,21,1,1,01-10-2022,CERO,"2,006.20 Bs",Ingreso voluntario al servicio
537,637,46,3,1,2021/01/21,cero años,"Bs. 3,330.59",Incorporación clase 2021
538,469,1,8,2,06-08-2022,doce años,"Bs. 4,846.96",cumplimiento del servicio militar
539,509,12,1,4,28/04/2024,veintiuno años,"Bs 2.088,68",Traslado por reorganización de unidades
540,980,6,6,1,2023/01/20,  0 años  ,4155,S/N
541,118,15,7,1,25/12/2025,aprox. 0,5080,Incorporación servicio militar obligatorio
542,1033,24,14,1,2023-01-20,0,11591,"Alta por
convocatoria anual"
543,1058,46,11,4,2023/02/15,"21,5 años",7704,Cambio destino — solicitud personal
544,271,42,3,4,08-23-2023,cinco,"Bs. 3,218.77",
545,382,25,7,6,07-12-2021,1 año,"5,182.19 Bs",Retorno al servicio — autorizado
546,176,29,4,3,2021-08-04,10.5,"Bs 3.840,15",
547,520,4,10,6,20241006,1,"Bs. 5,556.64",Retorno al servicio activo
548,692,9,1,2,2023/07/16,CINCO,"2,492.31",Sin obs.
549,308,23,4,5,03-25-2025,aprox. 25,"3,362.55 Bs",Licencia — trámites personales
550,572,6,9,3,14/08/2025,"15,0 años",6033,Ascenso por méritos — evaluación superior
551,669,25,5,5,2021/10/18,13 a.,"Bs. 4,032.57",Licencia sin goce de haberes
552,332,14,10,3,02-01-2022,7 a.,"Bs 6.904,78",ASCENSO POR MÉRITOS — EVALUACIÓN SUPERIOR
553,394,48,6,4,27/07/2025,VEINTIDÓS,"Bs. 4,502.56",  Traslado por necesidad del servicio  
554,488,38,10,1,23/06/2025,  0 años  ,"6,996.15 Bs",INCORPORACIÓN SERVICIO MILITAR OBLIGATORIO
555,8,30,1,1,31-12-2021,"0,0 años","1,916.88",Ingreso voluntario al servicio
556,499,40,1,4,25-11-2021,19,2327,
557,205,22,3,5,03/02/2023,3 años,"2,731.14",Permiso por matrimonio
558,257,23,13,3,2021-08-24,SIETE,"Bs.9,845.38",Promoción regular — escalafonamiento
559,147,3,1,4,09/07/2021,15 años,2526,Asignación temporal zona operaciones
560,639,32,7,1,12-03-2021,0 años,4626,Reclutamiento zona Potosí
561,1190,15,9,1,05-09-2023,0 años,"4,988.99",Ingreso — proceso regular
562,763,33,1,5,02-10-2024,aprox. 1,"2,079.95 Bs",Permiso especial — nacimiento hijo
563,512,42,2,1,2025/08/30,  0 años  ,"Bs.2,504.13",Incorporación clase 2025
564,746,28,1,4,17/02/2021,UNO,2237,Rotación semestral — destino UD-28
565,767,23,7,5,2025/02/01,veintiuno años,"Bs.- 5,428.04",Permiso especial — nacimiento hijo
566,359,31,1,2,16/10/2021,veinte años,"Bs. 2,090.57",Cumplimiento tiempo de servicio
567,317,16,12,3,06/08/2022,DIEZ,"7,885.47",Promoción — curso de comando aprobado
568,499,50,3,1,03-24-2024,0,3059,Alta por convocatoria 2024
569,449,33,1,2,16/09/2021,aprox. 19,"Bs.2,407.89",Cumplimiento tiempo de servicio
570,887,41,5,2,22/06/2023,veintitrés,"Bs. 4,120.55","Baja definitiva
por solicitud"
571,801,29,3,1,26/09/2021,0 a.,3000,Ingreso — proceso regular
572,169,31,5,3,2022/07/22,6,"3,335.31",Promoción regular — escalafonamiento
573,1120,43,1,4,11/12/2022,TRES,"Bs.2,517.93",Traslado por necesidad del servicio
574,667,11,3,4,07-06-2021,16 a.,3023,Traslado por reorganización de unidades
575,41,44,2,1,07-31-2022,0 a.,2641,Incorporación clase 2022
576,672,5,10,4,20230921,TRES,BS 6222,  Cambio destino — solicitud personal  
577,957,2,5,4,26/07/2021,4 a.,BS 3352,Traslado por reorganización de unidades
578,838,36,3,4,13/07/2023,aprox. 19,2743,Traslado — orden de comando
579,779,11,3,3,10-08-2022,veinte años,"2,955.94 Bs",Ascenso aniversario patrio 6 agosto
580,990,26,9,4,20240605,13,"5,098.65 Bs","Rotación por
necesidad institucional"
581,416,44,10,1,08-12-2025,0 años,"Bs.- 5,622.90",Alta por reclutamiento directo
582,1074,7,9,3,2025-08-01,18 a.,"Bs 6.128,87",Promoción regular — escalafonamiento
583,405,48,8,2,27/02/2025,ocho años,5143,Licenciamiento ordinario
584,439,13,7,3,11-02-2024,SEIS,BS 4607,Promoción — curso de comando aprobado
585,688,27,4,4,07-16-2021,1 a.,BS 3311,Asignación temporal zona operaciones
586,804,9,1,6,26/03/2021,12,2411.51,Retorno tras licencia por estudios
587,165,11,3,4,07-12-2024,9 años,"Bs.- 2,725.26","Rotación por
necesidad institucional"
588,272,32,1,1,13/10/2022,CERO,2476,Sin observaciones
589,517,26,9,4,2022/10/18,18 años,"6,126.67",ROTACIÓN SEMESTRAL — DESTINO UD-26
590,167,26,4,2,28/06/2024,2 años,"Bs 3.659,88",Baja por motivos de salud
591,902,43,6,1,12/07/2024,0,4736,Ref: Reclutamiento zona Beni
592,27,12,2,1,20220103,0,"2,432.68","Ingreso voluntario
servicio activo"
593,261,43,2,1,08-09-2021,0 años,"Bs 2.470,73",RECLUTAMIENTO ZONA LA PAZ
594,931,13,13,4,2023-09-14,23.5 años,9135,Rotación semestral — destino UD-13
595,653,27,7,3,2022/08/21,  7 años  ,4194.31,Promoción por concurso de méritos
596,771,49,1,6,27/04/2022,dieciocho años,1894.38,S/N
597,959,43,2,3,2021/09/02,seis años,2607,Ascenso por méritos — evaluación superior
598,1018,30,1,4,18/04/2024,diez años,"2,332.51",Asignación temporal zona operaciones
599,120,5,1,4,21/07/2023,3,"Bs.2,442.15",Rotación periódica anual
600,909,45,8,1,25/01/2025,0 a.,"4,673.52",Sin observaciones
601,497,15,1,4,14/08/2025,11,2200,ROTACIÓN PERIÓDICA ANUAL
602,827,34,2,5,23/05/2021,12.5,"Bs 2.329,28",Permiso por estudios — 12 días
603,1126,13,3,4,04/01/2023,3 años,"Bs. 2,634.30",Rotación periódica anual
604,744,6,2,3,16/07/2021,"2,0 años","Bs 2.846,69",Promoción por concurso de méritos
605,685,21,13,3,20221025,quince,"11,344.84 Bs",PROMOCIÓN — CURSO DE COMANDO APROBADO
606,304,3,5,2,07/03/2022,aprox. 16,3473,
607,181,12,8,3,23/02/2022,"15,5 años","5,740.45",Ascenso—antigüedad cumplida
608,155,40,2,4,08/08/2025,5 a.,"Bs 2.524,85",  Traslado por reorganización de unidades  
